Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	MsgType
13.4289	UE  PHY Txed	1342	8	0	1	1	0	SRS
13.5089	UE  PHY Txed	1350	8	0	1	1	0	SRS
13.5889	UE  PHY Txed	1358	8	0	1	1	0	SRS
13.6689	UE  PHY Txed	1366	8	0	1	1	0	SRS
13.7489	UE  PHY Txed	1374	8	0	1	1	0	SRS
13.8289	UE  PHY Txed	1382	8	0	1	1	0	SRS
13.9089	UE  PHY Txed	1390	8	0	1	1	0	SRS
13.9889	UE  PHY Txed	1398	8	0	1	1	0	SRS
14.0689	UE  PHY Txed	1406	8	0	1	1	0	SRS
14.1489	UE  PHY Txed	1414	8	0	1	1	0	SRS
14.2289	UE  PHY Txed	1422	8	0	1	1	0	SRS
14.3089	UE  PHY Txed	1430	8	0	1	1	0	SRS
14.3889	UE  PHY Txed	1438	8	0	1	1	0	SRS
14.4689	UE  PHY Txed	1446	8	0	1	1	0	SRS
14.5029	UE  PHY Txed	1450	2	0	1	0	0	SR
14.5489	UE  PHY Txed	1454	8	0	1	1	0	SRS
14.6289	UE  PHY Txed	1462	8	0	1	1	0	SRS
14.7089	UE  PHY Txed	1470	8	0	1	1	0	SRS
14.7889	UE  PHY Txed	1478	8	0	1	1	0	SRS
14.8689	UE  PHY Txed	1486	8	0	1	1	0	SRS
14.9489	UE  PHY Txed	1494	8	0	1	1	0	SRS
15.0289	UE  PHY Txed	1502	8	0	1	1	0	SRS
15.1089	UE  PHY Txed	1510	8	0	1	1	0	SRS
15.1889	UE  PHY Txed	1518	8	0	1	1	0	SRS
15.2689	UE  PHY Txed	1526	8	0	1	1	0	SRS
15.3489	UE  PHY Txed	1534	8	0	1	1	0	SRS
15.4289	UE  PHY Txed	1542	8	0	1	1	0	SRS
15.5089	UE  PHY Txed	1550	8	0	1	1	0	SRS
15.5889	UE  PHY Txed	1558	8	0	1	1	0	SRS
15.6689	UE  PHY Txed	1566	8	0	1	1	0	SRS
15.7489	UE  PHY Txed	1574	8	0	1	1	0	SRS
15.8289	UE  PHY Txed	1582	8	0	1	1	0	SRS
15.9089	UE  PHY Txed	1590	8	0	1	1	0	SRS
15.9889	UE  PHY Txed	1598	8	0	1	1	0	SRS
16.0689	UE  PHY Txed	1606	8	0	1	1	0	SRS
16.1489	UE  PHY Txed	1614	8	0	1	1	0	SRS
16.2289	UE  PHY Txed	1622	8	0	1	1	0	SRS
16.3089	UE  PHY Txed	1630	8	0	1	1	0	SRS
16.3889	UE  PHY Txed	1638	8	0	1	1	0	SRS
16.4689	UE  PHY Txed	1646	8	0	1	1	0	SRS
16.5029	UE  PHY Txed	1650	2	0	1	0	0	SR
16.5489	UE  PHY Txed	1654	8	0	1	1	0	SRS
16.6289	UE  PHY Txed	1662	8	0	1	1	0	SRS
16.7089	UE  PHY Txed	1670	8	0	1	1	0	SRS
16.7889	UE  PHY Txed	1678	8	0	1	1	0	SRS
16.8689	UE  PHY Txed	1686	8	0	1	1	0	SRS
16.9489	UE  PHY Txed	1694	8	0	1	1	0	SRS
17.0289	UE  PHY Txed	1702	8	0	1	1	0	SRS
17.1089	UE  PHY Txed	1710	8	0	1	1	0	SRS
17.1889	UE  PHY Txed	1718	8	0	1	1	0	SRS
17.2689	UE  PHY Txed	1726	8	0	1	1	0	SRS
17.3489	UE  PHY Txed	1734	8	0	1	1	0	SRS
17.4289	UE  PHY Txed	1742	8	0	1	1	0	SRS
17.5089	UE  PHY Txed	1750	8	0	1	1	0	SRS
17.5889	UE  PHY Txed	1758	8	0	1	1	0	SRS
17.6689	UE  PHY Txed	1766	8	0	1	1	0	SRS
17.7489	UE  PHY Txed	1774	8	0	1	1	0	SRS
17.8289	UE  PHY Txed	1782	8	0	1	1	0	SRS
17.9089	UE  PHY Txed	1790	8	0	1	1	0	SRS
17.9889	UE  PHY Txed	1798	8	0	1	1	0	SRS
18.0689	UE  PHY Txed	1806	8	0	1	1	0	SRS
18.1489	UE  PHY Txed	1814	8	0	1	1	0	SRS
18.2289	UE  PHY Txed	1822	8	0	1	1	0	SRS
18.3089	UE  PHY Txed	1830	8	0	1	1	0	SRS
18.3889	UE  PHY Txed	1838	8	0	1	1	0	SRS
18.4689	UE  PHY Txed	1846	8	0	1	1	0	SRS
18.5029	UE  PHY Txed	1850	2	0	1	0	0	SR
18.5489	UE  PHY Txed	1854	8	0	1	1	0	SRS
18.6289	UE  PHY Txed	1862	8	0	1	1	0	SRS
18.7089	UE  PHY Txed	1870	8	0	1	1	0	SRS
18.7889	UE  PHY Txed	1878	8	0	1	1	0	SRS
18.8689	UE  PHY Txed	1886	8	0	1	1	0	SRS
18.9489	UE  PHY Txed	1894	8	0	1	1	0	SRS
19.0289	UE  PHY Txed	1902	8	0	1	1	0	SRS
19.1089	UE  PHY Txed	1910	8	0	1	1	0	SRS
19.1889	UE  PHY Txed	1918	8	0	1	1	0	SRS
19.2689	UE  PHY Txed	1926	8	0	1	1	0	SRS
19.3489	UE  PHY Txed	1934	8	0	1	1	0	SRS
19.4289	UE  PHY Txed	1942	8	0	1	1	0	SRS
19.5089	UE  PHY Txed	1950	8	0	1	1	0	SRS
19.5889	UE  PHY Txed	1958	8	0	1	1	0	SRS
19.6689	UE  PHY Txed	1966	8	0	1	1	0	SRS
19.7489	UE  PHY Txed	1974	8	0	1	1	0	SRS
19.8289	UE  PHY Txed	1982	8	0	1	1	0	SRS
19.9089	UE  PHY Txed	1990	8	0	1	1	0	SRS
19.9889	UE  PHY Txed	1998	8	0	1	1	0	SRS
